21:33:10 ,Sun Mar 19 2023,50,0.00,188,22.10,68.00,155.00
21:33:12 ,Sun Mar 19 2023,50,0.00,187,22.10,68.80,147.00
21:33:14 ,Sun Mar 19 2023,50,0.00,188,22.10,68.90,151.00
21:33:16 ,Sun Mar 19 2023,50,0.00,188,22.10,68.90,151.00
21:33:18 ,Sun Mar 19 2023,50,0.00,188,22.10,68.90,135.00
21:33:20 ,Sun Mar 19 2023,50,0.00,188,22.10,68.70,109.00
21:33:22 ,Sun Mar 19 2023,50,0.00,188,22.10,68.60,121.00
21:33:24 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,133.00
21:33:26 ,Sun Mar 19 2023,50,0.00,188,22.10,68.40,128.00
21:33:29 ,Sun Mar 19 2023,50,0.00,188,22.10,68.40,115.00
21:33:32 ,Sun Mar 19 2023,50,0.00,188,22.10,68.40,148.00
21:33:33 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,150.00
21:33:36 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,170.00
21:33:36 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,170.00
21:33:38 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,94.00
21:33:40 ,Sun Mar 19 2023,50,0.00,188,22.10,68.50,166.00
21:33:42 ,Sun Mar 19 2023,50,0.00,188,22.10,68.30,168.00
21:33:45 ,Sun Mar 19 2023,50,0.00,188,22.10,68.30,167.00
21:33:46 ,Sun Mar 19 2023,50,0.00,189,22.10,68.30,167.00
21:33:49 ,Sun Mar 19 2023,50,0.00,188,22.10,68.30,85.00
21:33:50 ,Sun Mar 19 2023,50,0.00,189,22.10,68.30,154.00
