21:34:32 ,Sun Mar 19 2023,50,0.00,189,22.10,68.30,162.00
21:34:34 ,Sun Mar 19 2023,50,0.00,189,22.10,68.10,163.00
21:34:36 ,Sun Mar 19 2023,50,0.00,190,22.10,68.00,166.00
21:34:38 ,Sun Mar 19 2023,50,0.00,189,22.10,68.00,166.00
21:34:40 ,Sun Mar 19 2023,50,0.00,190,22.10,68.00,167.00
21:34:42 ,Sun Mar 19 2023,50,0.00,189,22.10,68.00,149.00
21:34:44 ,Sun Mar 19 2023,50,0.00,190,22.10,68.00,149.00
21:34:46 ,Sun Mar 19 2023,50,0.00,189,22.10,68.00,153.00
21:34:48 ,Sun Mar 19 2023,50,0.00,189,22.10,67.90,164.00
21:34:50 ,Sun Mar 19 2023,50,0.00,190,22.10,68.00,165.00
21:34:52 ,Sun Mar 19 2023,50,0.00,189,22.10,68.00,165.00
21:34:54 ,Sun Mar 19 2023,50,0.00,189,22.10,68.00,168.00
21:34:56 ,Sun Mar 19 2023,50,0.00,189,22.10,67.90,170.00
21:34:58 ,Sun Mar 19 2023,50,0.00,190,22.10,67.90,169.00
21:35:00 ,Sun Mar 19 2023,50,0.00,189,22.10,67.90,171.00
21:35:02 ,Sun Mar 19 2023,50,0.00,190,22.10,67.90,171.00
21:35:04 ,Sun Mar 19 2023,50,0.00,189,22.10,67.80,173.00
21:35:06 ,Sun Mar 19 2023,50,0.00,189,22.10,67.80,174.00
21:35:10 ,Sun Mar 19 2023,50,0.00,189,22.10,67.80,176.00
21:35:11 ,Sun Mar 19 2023,50,0.00,189,22.10,67.80,176.00
21:35:13 ,Sun Mar 19 2023,50,0.00,190,22.10,67.80,180.00
